Segment,Frequency,Year,Quarter,Month,City,TOM_4q,Share_closed_2w_4q
EFH,quarterly,2024,1,,Dortmund,89.39502716064453,0.13260608911514282
EFH,quarterly,2024,2,,Dortmund,90.98900985717773,0.12459683045744896
EFH,quarterly,2024,3,,Dortmund,92.24996948242188,0.10947819799184799
EFH,quarterly,2024,4,,Dortmund,90.29059028625488,0.13431295193731785
EFH,quarterly,2025,1,,Dortmund,90.1344108581543,0.15233940817415714
EFH,quarterly,2025,2,,Dortmund,83.16378402709961,0.17080174013972282
EFH,quarterly,2025,3,,Dortmund,84.15164566040039,0.18505512923002243
EFH,quarterly,2025,4,,Dortmund,89.14802169799805,0.1742358785122633
EFH,quarterly,2026,1,,Dortmund,94.49540901184082,0.14468658156692982
EFH,quarterly,2012,1,,Dresden,,
EFH,quarterly,2012,2,,Dresden,,
EFH,quarterly,2012,3,,Dresden,,
EFH,quarterly,2012,4,,Dresden,95.6674690246582,0.11655301041901112
EFH,quarterly,2013,1,,Dresden,105.02878761291504,0.10835536010563374
EFH,quarterly,2013,2,,Dresden,106.75475311279297,0.11082522384822369
EFH,quarterly,2013,3,,Dresden,114.16050720214844,0.12049784138798714
EFH,quarterly,2013,4,,Dresden,115.43355178833008,0.12170345708727837
EFH,quarterly,2014,1,,Dresden,104.74883651733398,0.13546637445688248
EFH,quarterly,2014,2,,Dresden,102.3333740234375,0.14167719334363937
EFH,quarterly,2014,3,,Dresden,95.35760879516602,0.15156240016222
EFH,quarterly,2014,4,,Dresden,90.77721786499023,0.15818099677562714
EFH,quarterly,2015,1,,Dresden,91.01254081726074,0.17223557829856873
EFH,quarterly,2015,2,,Dresden,91.20834159851074,0.19171331822872162
EFH,quarterly,2015,3,,Dresden,88.01906394958496,0.201376274228096
EFH,quarterly,2015,4,,Dresden,86.59562110900879,0.2042614072561264
EFH,quarterly,2016,1,,Dresden,87.96268081665039,0.18702956661581993
EFH,quarterly,2016,2,,Dresden,86.43661499023438,0.190154567360878
EFH,quarterly,2016,3,,Dresden,86.33000946044922,0.20048042386770248
EFH,quarterly,2016,4,,Dresden,87.28622245788574,0.22841943055391312
EFH,quarterly,2017,1,,Dresden,89.4430980682373,0.2245418056845665
EFH,quarterly,2017,2,,Dresden,87.33222007751465,0.22823308035731316
EFH,quarterly,2017,3,,Dresden,85.02587890625,0.22059981152415276
EFH,quarterly,2017,4,,Dresden,82.42226028442383,0.20752668753266335
EFH,quarterly,2018,1,,Dresden,67.6207447052002,0.22052154317498207
EFH,quarterly,2018,2,,Dresden,64.1636905670166,0.22833820432424545
EFH,quarterly,2018,3,,Dresden,66.59557723999023,0.24079713225364685
EFH,quarterly,2018,4,,Dresden,63.28206157684326,0.23851434513926506
EFH,quarterly,2019,1,,Dresden,73.64695835113525,0.23913031816482544
EFH,quarterly,2019,2,,Dresden,73.43101978302002,0.23729979991912842
EFH,quarterly,2019,3,,Dresden,74.07044315338135,0.21981728076934814
EFH,quarterly,2019,4,,Dresden,73.97621250152588,0.2621249742805958
EFH,quarterly,2020,1,,Dresden,72.23480892181396,0.2799692563712597
EFH,quarterly,2020,2,,Dresden,68.00597190856934,0.3198288753628731
EFH,quarterly,2020,3,,Dresden,60.24530029296875,0.36818617582321167
EFH,quarterly,2020,4,,Dresden,59.29542350769043,0.3611348941922188
EFH,quarterly,2021,1,,Dresden,54.658005714416504,0.3808280751109123
EFH,quarterly,2021,2,,Dresden,52.959702491760254,0.4047478288412094
EFH,quarterly,2021,3,,Dresden,57.553528785705566,0.3854013755917549
EFH,quarterly,2021,4,,Dresden,58.98474884033203,0.38252781331539154
EFH,quarterly,2022,1,,Dresden,59.421345710754395,0.3823109269142151
EFH,quarterly,2022,2,,Dresden,57.30467414855957,0.3752334490418434
EFH,quarterly,2022,3,,Dresden,56.188913345336914,0.35593996569514275
EFH,quarterly,2022,4,,Dresden,61.284284591674805,0.3041964080184698
EFH,quarterly,2023,1,,Dresden,71.4307918548584,0.23676219396293163
EFH,quarterly,2023,2,,Dresden,83.75928115844727,0.15667320229113102
EFH,quarterly,2023,3,,Dresden,93.8017406463623,0.12518215738236904
EFH,quarterly,2023,4,,Dresden,97.19927406311035,0.11603115871548653
EFH,quarterly,2024,1,,Dresden,99.30671501159668,0.11372852697968483
EFH,quarterly,2024,2,,Dresden,103.51773643493652,0.09979592822492123
EFH,quarterly,2024,3,,Dresden,99.78900718688965,0.10980473272502422
EFH,quarterly,2024,4,,Dresden,94.20930671691895,0.13354660384356976
EFH,quarterly,2025,1,,Dresden,89.16701889038086,0.1520130280405283
EFH,quarterly,2025,2,,Dresden,81.10451889038086,0.19404924288392067
EFH,quarterly,2025,3,,Dresden,77.62127113342285,0.21871131286025047
EFH,quarterly,2025,4,,Dresden,79.2586555480957,0.2141639143228531
EFH,quarterly,2026,1,,Dresden,86.53633880615234,0.1949191354215145
EFH,quarterly,2012,1,,Duisburg,,
EFH,quarterly,2012,2,,Duisburg,,
EFH,quarterly,2012,3,,Duisburg,,
EFH,quarterly,2012,4,,Duisburg,89.12371826171875,0.12067683786153793
EFH,quarterly,2013,1,,Duisburg,103.33964538574219,0.0923880860209465
EFH,quarterly,2013,2,,Duisburg,103.31107330322266,0.09929736703634262
EFH,quarterly,2013,3,,Duisburg,109.6194076538086,0.10276316478848457
EFH,quarterly,2013,4,,Duisburg,114.21415901184082,0.10250570252537727
EFH,quarterly,2014,1,,Duisburg,110.9110279083252,0.12018214911222458
EFH,quarterly,2014,2,,Duisburg,113.54794883728027,0.11916737630963326
EFH,quarterly,2014,3,,Duisburg,108.62760543823242,0.12852566502988338
EFH,quarterly,2014,4,,Duisburg,100.01773071289062,0.14303137734532356
EFH,quarterly,2015,1,,Duisburg,99.22344398498535,0.14064425975084305
EFH,quarterly,2015,2,,Duisburg,100.41240119934082,0.1518248226493597
EFH,quarterly,2015,3,,Duisburg,97.20719909667969,0.1809844858944416
EFH,quarterly,2015,4,,Duisburg,94.56230735778809,0.17973320931196213
EFH,quarterly,2016,1,,Duisburg,94.11102485656738,0.1666857749223709
EFH,quarterly,2016,2,,Duisburg,87.35881805419922,0.17356913164258003
EFH,quarterly,2016,3,,Duisburg,86.5695571899414,0.17534253001213074
EFH,quarterly,2016,4,,Duisburg,88.11945533752441,0.18930992484092712
EFH,quarterly,2017,1,,Duisburg,88.90040588378906,0.21199263259768486
EFH,quarterly,2017,2,,Duisburg,85.7473030090332,0.21916484087705612
EFH,quarterly,2017,3,,Duisburg,86.54132652282715,0.21715334802865982
EFH,quarterly,2017,4,,Duisburg,80.68045043945312,0.2499188333749771
EFH,quarterly,2018,1,,Duisburg,73.14380264282227,0.2625608816742897
EFH,quarterly,2018,2,,Duisburg,75.53742599487305,0.27208688482642174
EFH,quarterly,2018,3,,Duisburg,74.52744483947754,0.26773082464933395
EFH,quarterly,2018,4,,Duisburg,78.10432434082031,0.24564168229699135
EFH,quarterly,2019,1,,Duisburg,81.33624267578125,0.23336747288703918
EFH,quarterly,2019,2,,Duisburg,77.59029197692871,0.24623286724090576
EFH,quarterly,2019,3,,Duisburg,76.31104469299316,0.2700701653957367
EFH,quarterly,2019,4,,Duisburg,73.15958213806152,0.2769807390868664
EFH,quarterly,2020,1,,Duisburg,69.63633918762207,0.2745149992406368
EFH,quarterly,2020,2,,Duisburg,70.87827682495117,0.27809762582182884
EFH,quarterly,2020,3,,Duisburg,69.69779968261719,0.29504111781716347
EFH,quarterly,2020,4,,Duisburg,65.05925846099854,0.31049123778939247
EFH,quarterly,2021,1,,Duisburg,58.20226573944092,0.3715052232146263
EFH,quarterly,2021,2,,Duisburg,51.608110427856445,0.4076833352446556
EFH,quarterly,2021,3,,Duisburg,50.23392105102539,0.3947009742259979
EFH,quarterly,2021,4,,Duisburg,52.42891788482666,0.37557630985975266
EFH,quarterly,2022,1,,Duisburg,53.70453453063965,0.3658883571624756
EFH,quarterly,2022,2,,Duisburg,55.73418712615967,0.315055176615715
EFH,quarterly,2022,3,,Duisburg,58.99191951751709,0.2694636844098568
EFH,quarterly,2022,4,,Duisburg,64.5242052078247,0.2334176655858755
EFH,quarterly,2023,1,,Duisburg,73.6691837310791,0.1683537568897009
EFH,quarterly,2023,2,,Duisburg,81.28676414489746,0.1481976117938757
EFH,quarterly,2023,3,,Duisburg,84.03292655944824,0.1450322698801756
EFH,quarterly,2023,4,,Duisburg,84.83732414245605,0.15733034908771515
EFH,quarterly,2024,1,,Duisburg,86.16701316833496,0.15380585566163063
EFH,quarterly,2024,2,,Duisburg,93.27398681640625,0.13362624868750572
EFH,quarterly,2024,3,,Duisburg,95.04380798339844,0.12002485617995262
EFH,quarterly,2024,4,,Duisburg,95.00672149658203,0.11235961690545082
EFH,quarterly,2025,1,,Duisburg,95.13635063171387,0.11606332287192345
EFH,quarterly,2025,2,,Duisburg,90.22857284545898,0.12559960037469864
EFH,quarterly,2025,3,,Duisburg,88.17354583740234,0.13559388928115368
EFH,quarterly,2025,4,,Duisburg,88.79814529418945,0.13879754953086376
EFH,quarterly,2026,1,,Duisburg,88.31021690368652,0.1352489721029997
EFH,quarterly,2012,1,,Düsseldorf,,
